Designator,Mid X,Mid Y,Rotation,Layer
J1,80.74,-2.96,0.0,bottom
J2,80.76,-24.74,0.0,bottom
J3,18.25,-11.12,0.0,top
J4,35.04,-29.82,0.0,bottom
J5,32.5,-6.96,0.0,bottom
J6,35.04,-17.12,0.0,bottom
J7,-2.525,-25.3,180.0,top
